5-10 Cts ST & SHWHITE
5-10 Cts ST & SH BRN
5-10 Cts REJECTION WHITE
5-10 Cts REJECTION BRN
5-10 Cts MAC YELL
5-10 CTS MAC WHITE
5-10 Cts CL WHITE
5-10 Cts CL BROWN
5-10 Cts BLK MB WHITE
5-10 Cts BLK CLIV WHITE
5-10 Cts BLACK Z BRN
5-10 Cts 5/6 COL BROWN 2
5-10 Cts 4BL CLIV&MB WHITE
4-6 grs CHIPS
4 to 6grs SAWABLES
4 to 6grs REJECTION WHITE
4 to 6grs MACCLES
4 to 6grs BLK Z BRN
4 to 6grs BLK MB WHITE
4 to 6grs BLK MB BRN
4 to 6grs BLK CLIV WHITE
4 to 6grs BLACK Z WHITE
4 to 6grs 4BL CLIV&MB WHITE
4 Cts to 8grs ST & SH YELL
4 Cts to 8grs ST & SH BRN
4 Cts to 8grs REJECTION WHITE
4 Cts to 8grs REJECTION BRN
4 Cts to 8grs CL YELLOW
4 Cts to 8grs CL WHITE
4 Cts to 8grs BLK MB WHITE
4 Cts to 8grs BLK CLIV WHITE
4 Cts to 8grs 4BL CLIV&MB WHITE
4 Cts to 8 grs BLACK Z WHITE
3 grs REJECTIONS
3 grs MAC LIGHT
3 grs CLIV/MB LIGHT
3 grs BLK ST LIGHT
3 gr SAWABLES LIGHT
2grs CLIV/MB LIGHT
2 grs REJECTIONS
2 grs MAC LIGHT
2 grs CH LIGHT
2 grs BLK ST LIGHT
2 gr SAWABLES LIGHT
-9+7 LIGHT I
-9+7 LIGHT 2
-9+7 DARK
-7+6 LIGHT I
-7+6 LIGHT 2
-7+6 DARK
-6+5 LIGHT I
-6+5 LIGHT 2
-6+5 DARK
-5+4 LIGHT
-5+4 DARK
-4+3 LIGHT
-4+3 DARK
-11+9 REJECTIONS
-11+9 CLIV/MB LIGHT
-11+9 BLK ST LIGHT
